Filename,Word Count,COCA_Academic_Range_AW,COCA_Academic_Frequency_AW,COCA_Academic_Range_Log_AW,COCA_Academic_Frequency_Log_AW,COCA_Academic_Range_CW,COCA_Academic_Frequency_CW,COCA_Academic_Range_Log_CW,COCA_Academic_Frequency_Log_CW,COCA_Academic_Range_FW,COCA_Academic_Frequency_FW,COCA_Academic_Range_Log_FW,COCA_Academic_Frequency_Log_FW
IDN_B1_1_2.txt,2218,0.656666821575,6558.71148275,-0.315526041043,3.03878419722,0.488539720168,1241.13471264,-0.48543671718,2.56306658939,0.923622734347,15002.0769397,-0.0457381290494,3.7941390874
CHN_B1_2_1.txt,2288,0.626427014757,7099.6868385,-0.352428113656,2.98675501614,0.443665047893,1100.37269432,-0.545145295468,2.42730884954,0.903707075226,16201.6363153,-0.0600443494455,3.83552716259
JPN_B2_0_2.txt,2310,0.639770427189,5944.1870283,-0.327246568483,2.9957630938,0.466188272789,1134.57209781,-0.503080050183,2.49701771727,0.915195264519,13575.6593673,-0.048249523759,3.78712822391
IDN_B2_0_1.txt,714,0.621631107603,6000.34154242,-0.371669622707,2.92727887516,0.443759571007,1071.56796807,-0.57368318484,2.40085870725,0.892552878646,13507.5126806,-0.0639763679278,3.729086106
JPN_B1_1_2.txt,2198,0.589843846118,7452.04625876,-0.507031649685,2.81677669082,0.384915766406,1079.46741794,-0.794944392581,2.16533033056,0.916712601362,17616.5728396,-0.0477989275466,3.85586055472
IDN_B1_1_1.txt,2115,0.591683378619,8086.56251756,-0.515563788095,2.82022812252,0.366257596217,1027.94195361,-0.826131491009,2.1289096829,0.942437120339,19069.5013269,-0.0323325325866,3.89589270193
JPN_A2_0_GPT.txt,297,0.487546507216,6181.65249394,-0.597701032312,2.62037359583,0.267633841438,473.063289398,-0.877864131134,1.97216518677,0.91857533214,17370.4873348,-0.0485813586198,3.89086207759
CHN_B1_2_2.txt,2287,0.592084049029,8385.00823564,-0.505654392098,2.82584604898,0.382570793057,1067.25700432,-0.796635536454,2.13961867423,0.92033728378,19850.0370313,-0.0497619883277,3.90098735444
KOR_B1_2_1.txt,2110,0.560125342398,7219.29295894,-0.545729939478,2.75612564397,0.353032175679,988.607221858,-0.830053514947,2.10848513965,0.92597162631,18226.2868605,-0.0434500952814,3.90023327228
CHN_B1_2_GPT.txt,390,0.505766245637,7229.75867906,-0.601067909263,2.66454306645,0.291480143643,624.136258222,-0.880378139644,2.00378814623,0.9359995822,20492.2098961,-0.0402822529164,3.99117503806
KOR_B1_2_2.txt,2235,0.60381993599,5907.5458174,-0.384767575526,2.9086868985,0.427730345202,1003.17812335,-0.579393069993,2.39306172756,0.899353429926,14138.611116,-0.0581250287883,3.77406745647
